"time","CPI_Level","Savings_Rate","TD_3m","TD_12m","Prime_Lending","Max_Lending","GDP_constant_2010","unemployment","cpi_yoy","gdp_growth_yoy","d_prime_lending","d_max_lending","d_savings_rate","reconstructed_level","type","pi_lower","pi_upper"
2009-07-01,0.0489654926818845,2.51666666666667,12.5366666666667,13.42,19.2133333333333,22.93,51073.9126363469,20.3277873821445,-0.247668119828582,0.0824642073706709,4.19,4.48666666666667,-0.27,20.3277873821445,"Observed Historical",NA,NA
2009-10-01,0.0235605649103748,2.97,13.2166666666667,11.4733333333333,19.4233333333333,22.49,52393.3361987353,20.9311816080113,2.24427758061196,0.0911641884065505,4.54,2.22666666666667,0.14,20.9311816080113,"Observed Historical",NA,NA
2010-01-01,0.0383747927031509,3.22666666666667,10.6333333333333,8.4,18.8633333333333,23.2366666666667,53862.8189059712,21.2084855646671,1.20915016316269,0.101821647185952,0.573333333333334,0.766666666666669,0.626666666666666,21.2084855646671,"Observed Historical",NA,NA
2010-04-01,0.0226466924330022,2.60333333333333,6.17666666666667,6,18.49,22.6866666666667,55093.2244264771,21.2760129214626,-0.271829962549728,0.10397201042521,-0.546666666666667,0.086666666666666,-0.0133333333333332,21.2760129214626,"Observed Historical",NA,NA
2010-07-01,0.0438218390804597,1.50666666666667,4.59666666666667,4.51333333333333,16.9833333333333,22.26,56084.5527602532,21.1337636783979,-0.105046499477534,0.098105664227895,-2.23,-0.670000000000002,-1.01,21.1337636783979,"Observed Historical",NA,NA
2010-10-01,0.0165175498967653,1.49,4.67666666666667,3.76666666666667,16.0033333333333,21.85,56836.8039072995,20.7817378354729,-0.298932349050259,0.0848097874834601,-3.42,-0.639999999999997,-1.48,20.7817378354729,"Observed Historical",NA,NA
2011-01-01,0.0320273174177975,1.44333333333333,5,4.12333333333333,15.7766666666667,22,57349.9778676159,20.2199353926876,-0.165407415603635,0.0647414864738573,-3.08666666666667,-1.23666666666667,-1.78333333333333,20.2199353926876,"Observed Historical",NA,NA
2011-04-01,0.0162297840782681,1.37666666666667,5.36666666666667,4.22333333333333,15.7733333333333,22.1066666666667,57887.3963046962,20.4672402584985,-0.283348589367643,0.0507171600011901,-2.71666666666667,-0.580000000000002,-1.22666666666667,20.4672402584985,"Observed Historical",NA,NA
2011-07-01,0.0287975749410575,1.42,5.37666666666667,4.44666666666667,15.8433333333333,22.26,58449.0592185404,21.5236524329056,-0.342848781672917,0.0421596739550518,-1.14,3.5527136788005e-15,-0.0866666666666667,21.5236524329056,"Observed Historical",NA,NA
2011-10-01,0.0236809079500192,1.4,7.02666666666667,6.02666666666667,16.6866666666667,23.2933333333333,59034.9666091485,23.389171915909,0.433681635474076,0.0386749878728961,0.683333333333334,1.44333333333333,-0.0900000000000001,23.389171915909,"Observed Historical",NA,NA
2012-01-01,0.0483716219817707,1.52666666666667,7.94,7.08,17.1,23.1433333333333,59645.1184765205,26.0637987075085,0.510323869800305,0.0400199040041927,1.32333333333333,1.14333333333333,0.0833333333333333,26.0637987075085,"Observed Historical",NA,NA
2012-04-01,0.0217861046851566,1.78333333333333,8.17666666666667,7.22333333333333,16.9366666666667,23.3966666666667,60299.1518328612,27.668129941145,0.342353328922498,0.0416628779686417,1.16333333333333,1.29,0.406666666666667,27.668129941145,"Observed Historical",NA,NA
2012-07-01,0.02050057222471,1.78666666666667,8.56666666666667,6.74666666666667,16.62,23.96,60997.0666781707,28.2021656168184,-0.288114632337262,0.0435936436564916,0.776666666666667,1.7,0.366666666666667,28.2021656168184,"Observed Historical",NA,NA
2012-10-01,0.0245258179335901,1.69,8.93666666666667,7.67,16.51,24.6533333333333,61738.8630124488,27.6659057345288,0.0356789522324961,0.0458016080741088,-0.176666666666666,1.36,0.29,27.6659057345288,"Observed Historical",NA,NA
2013-01-01,0.0207500475918525,1.72666666666667,8.38666666666667,5.95,16.58,23.8166666666667,62524.5408356958,26.0593502942762,-0.571028492704414,0.0482759097931671,-0.520000000000003,0.673333333333336,0.2,26.0593502942762,"Observed Historical",NA,NA
2013-04-01,0.0193491234613949,2.03666666666667,7.72333333333333,5.69,16.6233333333333,24.56,63406.1356307163,24.8729880004648,-0.11185942870375,0.05152616087316,-0.313333333333336,1.16333333333333,0.253333333333333,24.8729880004648,"Observed Historical",NA,NA
2013-07-01,0.0157572153867265,2.43333333333333,7.75,5.08666666666667,16.5933333333333,24.73,64383.6473975105,24.1068188530945,-0.231376801876102,0.0555203865328134,-0.0266666666666673,0.77,0.646666666666667,24.1068188530945,"Observed Historical",NA,NA
2013-10-01,0.0208037825059101,2.48333333333333,7.92,5.41333333333333,17.0933333333333,24.9333333333333,65457.0761360783,23.7608428521653,-0.151759889833578,0.0602248396262135,0.583333333333332,0.280000000000001,0.793333333333333,23.7608428521653,"Observed Historical",NA,NA
2014-01-01,0.0201371887337611,3.30333333333333,9.41333333333333,9.21333333333333,16.8566666666667,25.7166666666667,66626.4218464197,23.8350599976772,-0.0295352989133368,0.0656043364077322,0.276666666666667,1.9,1.57666666666667,23.8350599976772,"Observed Historical",NA,NA
2014-04-01,0.0209504453861456,3.41666666666667,9.36666666666667,9.39,16.5666666666667,25.82,67634.5753919885,23.8907228568112,0.0827594039567541,0.0666881796092902,-0.0566666666666649,1.26,1.38,23.8907228568112,"Observed Historical",NA,NA
2014-07-01,0.019419326147265,3.36,9.06666666666667,8.63,16.4933333333333,25.6366666666667,68481.5367727847,23.9278314295672,0.232408497990283,0.0636479842462711,-0.0999999999999979,0.906666666666666,0.926666666666667,23.9278314295672,"Observed Historical",NA,NA
2014-10-01,0.0171382275956625,3.44,9.50333333333333,9.4,16.2766666666667,25.8,69167.3059888082,24.3031361655978,-0.176196559890311,0.0566818756923505,-0.816666666666666,0.866666666666667,0.956666666666667,24.3031361655978,"Observed Historical",NA,NA
2015-01-01,0.0233645814186222,3.57,9.4,9.46666666666667,16.8433333333333,26.3033333333333,69691.8830400591,24.1602985910037,0.160270270469788,0.0460096926817646,-0.0133333333333319,0.586666666666666,0.266666666666667,24.1602985910037,"Observed Historical",NA,NA
2015-04-01,0.0267028558883987,3.6,9.28333333333333,8.16333333333333,16.4233333333333,26.56,69937.2366445359,26.5294153397104,0.274572229669979,0.0340456229554467,-0.143333333333334,0.739999999999998,0.183333333333334,26.5294153397104,"Observed Historical",NA,NA
2015-07-01,0.022975993779765,3.66,10.3966666666667,11.2833333333333,17.2033333333333,27.01,69903.3668022387,27.2893024716935,0.183150929415789,0.0207622389399854,0.709999999999997,1.37333333333333,0.3,27.2893024716935,"Observed Historical",NA,NA
2015-10-01,0.0179565622209131,3.50333333333333,7.51333333333333,5.8,16.9266666666667,26.9566666666667,69590.2735131673,29.1741449415156,0.0477490814428052,0.00611513659976124,0.649999999999999,1.15666666666667,0.0633333333333335,29.1741449415156,"Observed Historical",NA,NA
2016-01-01,0.0407302322108565,3.28,6.81,5.21,16.6933333333333,26.81,68997.9567773219,31.2265028271716,0.74324681795469,-0.00995706002574763,-0.150000000000002,0.506666666666668,-0.29,31.2265028271716,"Observed Historical",NA,NA
2016-04-01,0.06358288194569,3.57333333333333,6.90333333333333,5.27333333333333,16.56,26.8466666666667,68622.819372055,32.6209847469485,1.38112665594372,-0.0187942408871763,0.136666666666667,0.286666666666669,-0.0266666666666668,32.6209847469485,"Observed Historical",NA,NA
2016-07-01,0.0429855478169952,3.95666666666667,7.70666666666667,5.35333333333333,17.1366666666667,27.2533333333333,68464.8612973669,33.6126890368413,0.870889600207534,-0.0205784867121116,-0.0666666666666664,0.243333333333332,0.296666666666666,33.6126890368413,"Observed Historical",NA,NA
2016-10-01,0.0260153925753461,4.18,8.56,9.05,17.0833333333333,28.2566666666667,68524.0825532575,35.2125548285169,0.448795836045235,-0.0153209767124725,0.156666666666666,1.3,0.676666666666666,35.2125548285169,"Observed Historical",NA,NA
2017-01-01,0.0359456009581291,4.22333333333333,9.04,10.57,17.1566666666667,29.44,68800.4831397266,34.8253763818464,-0.11747124907017,-0.00286202152670302,0.463333333333335,2.63,0.943333333333334,34.8253763818464,"Observed Historical",NA,NA
2017-04-01,0.0510967781192004,4.13333333333333,9.29333333333333,10.9533333333333,17.5366666666667,30.6666666666667,69073.1261184238,37.2457412720368,-0.196375241958279,0.00656205545748983,0.976666666666667,3.82,0.56,37.2457412720368,"Observed Historical",NA,NA
